Time Published,Overall Sentiment Score,Overall Sentiment Label,Ticker Sentiment
20221205T130029,0.277616,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.55971', 'ticker_sentiment_score': '0.429527', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'UHAL', 'relevance_score': '0.038468', 'ticker_sentiment_score': '0.133465', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMED', 'relevance_score': '0.038468', 'ticker_sentiment_score': '0.133465', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.404267', 'ticker_sentiment_score': '0.316937', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20221205T114900,0.059131,Neutral,"[{'ticker': 'AZN', 'relevance_score': '0.152018', 'ticker_sentiment_score': '-0.246659', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVO', 'relevance_score': '0.076358', 'ticker_sentiment_score': '-0.065656', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.076358', 'ticker_sentiment_score': '0.034544', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SKXJF', 'relevance_score': '0.152018', 'ticker_sentiment_score': '-0.044579', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.076358', 'ticker_sentiment_score': '-0.065656', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DSKYF', 'relevance_score': '0.152018', 'ticker_sentiment_score': '-0.044579', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'REGN', 'relevance_score': '0.076358', 'ticker_sentiment_score': '0.144808', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.152018', 'ticker_sentiment_score': '-0.111892', 'ticker_sentiment_label': 'Neutral'}]"
20221205T113000,0.207681,Somewhat-Bullish,"[{'ticker': 'JNJ', 'relevance_score': '0.02799', 'ticker_sentiment_score': '0.082644', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TFFP', 'relevance_score': '0.376735', 'ticker_sentiment_score': '0.286865', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20221205T113000,0.200512,Somewhat-Bullish,"[{'ticker': 'JNJ', 'relevance_score': '0.027288', 'ticker_sentiment_score': '0.08235', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TFFP', 'relevance_score': '0.343462', 'ticker_sentiment_score': '0.261616', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20221205T110059,0.234281,Somewhat-Bullish,"[{'ticker': 'FSNUF', 'relevance_score': '0.041975', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BSX', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.15437', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'RYLPF', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.085927', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BDX', 'relevance_score': '0.041975', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.12546', 'ticker_sentiment_score': '0.082993', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SEMHF', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.085927', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDT', 'relevance_score': '0.083833', 'ticker_sentiment_score': '0.226146', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FMS', 'relevance_score': '0.041975', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DVA', 'relevance_score': '0.041975', 'ticker_sentiment_score': '0.239816', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20221205T105913,0.266481,Somewhat-Bullish,"[{'ticker': 'JNJ', 'relevance_score': '0.084275', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20221205T061935,0.178314,Somewhat-Bullish,"[{'ticker': 'NVS', 'relevance_score': '0.03545', 'ticker_sentiment_score': '0.034945', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GILD', 'relevance_score': '0.03545', 'ticker_sentiment_score': '0.034945', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VCEL', 'relevance_score': '0.03545', 'ticker_sentiment_score': '0.034945', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BMY', 'relevance_score': '0.03545', 'ticker_sentiment_score': '0.034945', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.03545', 'ticker_sentiment_score': '0.034945', 'ticker_sentiment_label': 'Neutral'}]"
20221204T130001,0.217404,Somewhat-Bullish,"[{'ticker': 'JNJ', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.050036', 'ticker_sentiment_label': 'Neutral'}]"
20221203T223400,0,Neutral,"[{'ticker': 'AMGN', 'relevance_score': '0.468029', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HZNP', 'relevance_score': '0.7887', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.468029', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.468029', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20221203T175500,0.104337,Neutral,"[{'ticker': 'MSTR', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.040494', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.060944', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.10027', 'ticker_sentiment_score': '0.011828', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KO', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.0339', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HON', 'relevance_score': '0.009139', 'ticker_sentiment_score': '-0.020918', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.018278', 'ticker_sentiment_score': '0.010254', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.060944', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.060944', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.009475', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMGN', 'relevance_score': '0.009139', 'ticker_sentiment_score': '-0.020918', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COIN', 'relevance_score': '0.018278', 'ticker_sentiment_score': '0.123523', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.018278', 'ticker_sentiment_score': '-0.031108', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UNH', 'relevance_score': '0.027413', 'ticker_sentiment_score': '0.025697', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.018278', 'ticker_sentiment_score': '0.033977', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SHOP', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.087124', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.060944', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'V', 'relevance_score': '0.018278', 'ticker_sentiment_score': '0.05497', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.027413', 'ticker_sentiment_score': '0.007361', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.060944', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.036545', 'ticker_sentiment_score': '0.078805', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:ETH', 'relevance_score': '0.009139', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20221203T140300,0.143306,Neutral,"[{'ticker': 'VEEV', 'relevance_score': '0.09402', 'ticker_sentiment_score': '0.019051', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MRNA', 'relevance_score': '0.047092', 'ticker_sentiment_score': '0.037371', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.047092', 'ticker_sentiment_score': '0.037371', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.047092', 'ticker_sentiment_score': '0.037371', 'ticker_sentiment_label': 'Neutral'}]"
20221202T211514,0.20817,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.128822', 'ticker_sentiment_score': '0.079336', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'V', 'relevance_score': '0.15429', 'ticker_sentiment_score': '0.044112', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.025873', 'ticker_sentiment_score': '0.352919', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.15429', 'ticker_sentiment_score': '0.077274', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KHC', 'relevance_score': '0.179597', 'ticker_sentiment_score': '0.122349', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VALU', 'relevance_score': '0.128822', 'ticker_sentiment_score': '0.158137', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSM', 'relevance_score': '0.10322', 'ticker_sentiment_score': '0.035254', 'ticker_sentiment_label': 'Neutral'}]"
20221202T205019,0.248884,Somewhat-Bullish,"[{'ticker': 'ABMD', 'relevance_score': '0.169676', 'ticker_sentiment_score': '0.441698', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'CSCO', 'relevance_score': '0.382925', 'ticker_sentiment_score': '0.217776', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.479683', 'ticker_sentiment_score': '0.371606', 'ticker_sentiment_label': 'Bullish'}]"
20221202T200100,0.345983,Somewhat-Bullish,"[{'ticker': 'CELH', 'relevance_score': '0.366832', 'ticker_sentiment_score': '0.388842', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'LSCC', 'relevance_score': '0.108466', 'ticker_sentiment_score': '0.218999', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CPA', 'relevance_score': '0.162073', 'ticker_sentiment_score': '0.237326', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GMAB', 'relevance_score': '0.266828', 'ticker_sentiment_score': '0.28814', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HZNP', 'relevance_score': '0.108466', 'ticker_sentiment_score': '-0.122164', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MNST', 'relevance_score': '0.108466', 'ticker_sentiment_score': '0.189737', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.108466', 'ticker_sentiment_score': '-0.122164', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'USEG', 'relevance_score': '0.054359', 'ticker_sentiment_score': '0.171974', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PEP', 'relevance_score': '0.108466', 'ticker_sentiment_score': '0.23003', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ABBV', 'relevance_score': '0.108466', 'ticker_sentiment_score': '-0.122164', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SGEN', 'relevance_score': '0.108466', 'ticker_sentiment_score': '-0.122164', 'ticker_sentiment_label': 'Neutral'}]"
20221202T185200,0.007227,Neutral,"[{'ticker': 'CELH', 'relevance_score': '0.251032', 'ticker_sentiment_score': '-0.114712', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WHD', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.086054', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SEDG', 'relevance_score': '0.18967', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.127119', 'ticker_sentiment_score': '0.192308', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TTE', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.086054', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GMAB', 'relevance_score': '0.18967', 'ticker_sentiment_score': '-0.086054', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAT', 'relevance_score': '0.127119', 'ticker_sentiment_score': '-0.062541', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.127119', 'ticker_sentiment_score': '-0.062541', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ZS', 'relevance_score': '0.127119', 'ticker_sentiment_score': '-0.055231', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.063763', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20221202T161500,-0.024657,Neutral,"[{'ticker': 'XPEV', 'relevance_score': '0.108222', 'ticker_sentiment_score': '0.10676', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DG', 'relevance_score': '0.081276', 'ticker_sentiment_score': '-0.045414', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SRPT', 'relevance_score': '0.054236', 'ticker_sentiment_score': '-0.083152', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.080776', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPQ', 'relevance_score': '0.027134', 'ticker_sentiment_score': '0.058256', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TITN', 'relevance_score': '0.081276', 'ticker_sentiment_score': '-0.113147', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VEEV', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.151795', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AWON', 'relevance_score': '0.027134', 'ticker_sentiment_score': '-0.048932', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMGN', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.080776', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXSM', 'relevance_score': '0.054236', 'ticker_sentiment_score': '-0.083152', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PDD', 'relevance_score': '0.108222', 'ticker_sentiment_score': '0.228048', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.081276', 'ticker_sentiment_score': '-0.045414', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PSTG', 'relevance_score': '0.081276', 'ticker_sentiment_score': '-0.137362', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.108222', 'ticker_sentiment_score': '0.004411', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BILI', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.234127', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SNY', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.080776', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRWD', 'relevance_score': '0.135043', 'ticker_sentiment_score': '-0.089481', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ULTA', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.283974', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRDO', 'relevance_score': '0.054236', 'ticker_sentiment_score': '-0.047825', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNOW', 'relevance_score': '0.135043', 'ticker_sentiment_score': '-0.121323', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RCUS', 'relevance_score': '0.027134', 'ticker_sentiment_score': '-0.080018', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WDAY', 'relevance_score': '0.135043', 'ticker_sentiment_score': '-0.121323', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NIO', 'relevance_score': '0.16171', 'ticker_sentiment_score': '0.141426', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HZNP', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.080776', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ZS', 'relevance_score': '0.054236', 'ticker_sentiment_score': '-0.050315', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PEP', 'relevance_score': '0.054236', 'ticker_sentiment_score': '0.003998', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GILD', 'relevance_score': '0.054236', 'ticker_sentiment_score': '-0.083152', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPE', 'relevance_score': '0.081276', 'ticker_sentiment_score': '0.065131', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LI', 'relevance_score': '0.081276', 'ticker_sentiment_score': '0.099392', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ESALF', 'relevance_score': '0.081276', 'ticker_sentiment_score': '-0.086898', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIIB', 'relevance_score': '0.081276', 'ticker_sentiment_score': '-0.086898', 'ticker_sentiment_label': 'Neutral'}]"
20221202T150153,-0.089413,Neutral,"[{'ticker': 'AMGN', 'relevance_score': '0.366061', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HZNP', 'relevance_score': '0.524949', 'ticker_sentiment_score': '-0.118087', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.366061', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.766141', 'ticker_sentiment_score': '-0.089964', 'ticker_sentiment_label': 'Neutral'}]"
20221202T140834,0.130283,Neutral,"[{'ticker': 'VEEV', 'relevance_score': '0.162437', 'ticker_sentiment_score': '0.075209', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABNB', 'relevance_score': '0.267413', 'ticker_sentiment_score': '0.09442', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MRNA', 'relevance_score': '0.054483', 'ticker_sentiment_score': '0.035866', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FTNT', 'relevance_score': '0.215415', 'ticker_sentiment_score': '0.308939', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PFE', 'relevance_score': '0.054483', 'ticker_sentiment_score': '0.035866', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.054483', 'ticker_sentiment_score': '0.035866', 'ticker_sentiment_label': 'Neutral'}]"
20221202T120700,0.32676,Somewhat-Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.107016', 'ticker_sentiment_score': '0.203743', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.035768', 'ticker_sentiment_score': '0.343975', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KO', 'relevance_score': '0.035768', 'ticker_sentiment_score': '0.135556', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VZ', 'relevance_score': '0.035768', 'ticker_sentiment_score': '0.135556', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.035768', 'ticker_sentiment_score': '0.135556', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IMAX', 'relevance_score': '0.071463', 'ticker_sentiment_score': '0.053255', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.035768', 'ticker_sentiment_score': '0.135556', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.035768', 'ticker_sentiment_score': '0.135556', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.246404', 'ticker_sentiment_score': '0.240782', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20221202T120700,0.318389,Somewhat-Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.103479', 'ticker_sentiment_score': '0.201583', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.03458', 'ticker_sentiment_score': '0.343171', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KO', 'relevance_score': '0.03458', 'ticker_sentiment_score': '0.134981', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VZ', 'relevance_score': '0.03458', 'ticker_sentiment_score': '0.134981', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.03458', 'ticker_sentiment_score': '0.134981', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IMAX', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.04914', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.03458', 'ticker_sentiment_score': '0.134981', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.03458', 'ticker_sentiment_score': '0.134981', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.238467', 'ticker_sentiment_score': '0.234732', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20221202T120000,0.140707,Neutral,"[{'ticker': 'ALPMF', 'relevance_score': '0.047749', 'ticker_sentiment_score': '0.121795', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNDX', 'relevance_score': '0.189298', 'ticker_sentiment_score': '0.018845', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.047749', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20221202T101500,0.191823,Somewhat-Bullish,"[{'ticker': 'VRTX', 'relevance_score': '0.190267', 'ticker_sentiment_score': '0.250557', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ABMD', 'relevance_score': '0.038407', 'ticker_sentiment_score': '0.157465', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.152741', 'ticker_sentiment_score': '0.041298', 'ticker_sentiment_label': 'Neutral'}]"
20221202T073400,-0.128863,Neutral,"[{'ticker': 'AMGN', 'relevance_score': '0.222838', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HZNP', 'relevance_score': '0.60415', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.222838', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.742397', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20221202T071952,0.146125,Neutral,"[{'ticker': 'MDT', 'relevance_score': '0.045918', 'ticker_sentiment_score': '-0.073762', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BSX', 'relevance_score': '0.045918', 'ticker_sentiment_score': '-0.073762', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.045918', 'ticker_sentiment_score': '-0.073762', 'ticker_sentiment_label': 'Neutral'}]"
20221201T215600,0.160762,Somewhat-Bullish,"[{'ticker': 'TER', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UAL', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TJX', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNPR', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BSX', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RPD', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NYT', 'relevance_score': '0.136629', 'ticker_sentiment_score': '0.148359', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VRTX', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BMY', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NGG', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HOLX', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IPGP', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'STT', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TMO', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MRNA', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.023003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIIB', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.084088', 'ticker_sentiment_label': 'Neutral'}]"
20221201T194800,-0.01201,Neutral,"[{'ticker': 'AJRD', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.168207', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMGN', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.208493', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HZNP', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.208493', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.208493', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SNY', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.208493', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
